Stockham;Jose;New York;128 Bransten Rd;10011;212-675-8570;jose@yahoo.com;0
Ostrosky;Rozella;Camarillo;17 Morena Blvd;93012;805-832-6163;rozella.ostrosky@ostrosky.com;0
Gillian;Valentine;San Antonio;775 W 17th St;78204;210-812-9597;valentine_gillian@gmail.com;0
Rulapaugh;Kati;Abilene;6980 Dorsett Rd;67410;785-463-7829;kati.rulapaugh@hotmail.com;0
Schemmer;Youlanda;Prineville;2881 Lewis Rd;97754;541-548-8197;youlanda@aol.com;0
Oldroyd;Dyan;Overland Park;7219 Woodfield Rd;66204;913-413-4604;doldroyd@aol.com;0
Campain;Roxane;Fairbanks;1048 Main St;99708;907-231-4722;roxane@hotmail.com;0
Perin;Lavera;Miami;678 3rd Ave;33196;305-606-7291;lperin@perin.org;0
Ferencz;Erick;Fairbanks;20 S Babcock St;99712;907-741-1044;erick.ferencz@aol.com;0
Saylors;Fatima;Hopkins;2 Lighthouse Ave;55343;952-768-2416;fsaylors@saylors.org;0
Briddick;Jina;Boston;38938 Park Blvd;2128;617-399-5124;jina_briddick@briddick.com;0
Waycott;Kanisha;Los Angeles;5 Tomahawk Dr;90006;323-453-2780;kanisha_waycott@yahoo.com;0
Bowley;Emerson;Madison;762 S Main St;53711;608-336-7444;emerson.bowley@bowley.org;0
Malet;Blair;Philadelphia;209 Decker Dr;19132;215-907-9111;bmalet@yahoo.com;0
Bolognia;Brock;New York;4486 W O St #1;10003;212-402-9216;bbolognia@yahoo.com;0
Nestle;Lorrie;Tullahoma;39 S 7th St;37388;931-875-6644;lnestle@hotmail.com;0
Uyetake;Sabra;Columbia;98839 Hawthorne Blvd #6101;29201;803-925-5213;sabra@uyetake.org;0
Mastella;Marjory;Wayne;71 San Mateo Ave;19087;610-814-5533;mmastella@mastella.com;0
Klonowski;Karl;Flemington;76 Brooks St #9;8822;908-877-6135;karl_klonowski@yahoo.com;0
Wenner;Tonette;Westbury;4545 Courthouse Rd;11590;516-968-6051;twenner@aol.com;0
Monarrez;Amber;Jenkintown;14288 Foster Ave #4121;19046;215-934-8655;amber_monarrez@monarrez.org;0
Seewald;Shenika;Van Nuys;4 Otis St;91405;818-423-4007;shenika@gmail.com;0
Ahle;Delmy;Providence;65895 S 16th St;2909;401-458-2547;delmy.ahle@hotmail.com;0
Juhas;Deeanna;Huntingdon Valley;14302 Pennsylvania Ave;19006;215-211-9589;deeanna_juhas@gmail.com;0
Pugh;Blondell;Providence;201 Hawk Ct;2904;401-960-8259;bpugh@aol.com;0
Vanausdal;Jamal;Monroe Township;53075 Sw 152nd Ter #615;8831;732-234-1546;jamal@vanausdal.org;0
Hollack;Cecily;Austin;59 N Groesbeck Hwy;78731;512-486-3817;cecily@hollack.org;0
Lindall;Carmelina;Littleton;2664 Lewis Rd;80126;303-724-7371;carmelina_lindall@lindall.com;0
Yglesias;Maurine;Milwaukee;59 Shady Ln #53;53214;414-748-1374;maurine_yglesias@yglesias.com;0
Buvens;Tawna;New York;3305 Nabell Ave #679;10009;212-674-9610;tawna@gmail.com;0
Weight;Penney;Anchorage;18 Fountain St;99515;907-797-9628;penney_weight@aol.com;0
Morocco;Elly;Erie;7 W 32nd St;16502;814-393-5571;elly_morocco@gmail.com;0
Eroman;Ilene;Glen Burnie;2853 S Central Expy;21061;410-914-9018;ilene.eroman@hotmail.com;0
Mondella;Vallie;Boise;74 W College St;83707;208-862-5339;vmondella@mondella.com;0
Blackwood;Kallie;San Francisco;701 S Harrison Rd;94104;415-315-2761;kallie.blackwood@gmail.com;0
Abdallah;Johnetta;Chapel Hill;1088 Pinehurst St;27514;919-225-9345;johnetta_abdallah@aol.com;0
Rhym;Bobbye;San Carlos;30 W 80th St #1995;94070;650-528-5783;brhym@rhym.com;0
Rhymes;Micaela;Concord;20932 Hedley St;94520;925-647-3298;micaela_rhymes@gmail.com;0
Hoogland;Tamar;London;2737 Pistorio Rd #9230;43140;740-343-8575;tamar@hotmail.com;0
Parlato;Moon;Wellsville;74989 Brandon St;14895;585-866-8313;moon@yahoo.com;0
Reitler;Laurel;Baltimore;6 Kains Ave;21215;410-520-4832;laurel_reitler@reitler.com;0
Crupi;Delisa;Newark;47565 W Grand Ave;7105;973-354-2040;delisa.crupi@crupi.com;0
Toelkes;Viva;Chicago;4284 Dorigo Ln;60647;773-446-5569;viva.toelkes@gmail.com;0
Lipke;Elza;Newark;6794 Lake Dr E;7104;973-927-3447;elza@yahoo.com;0
Chickering;Devorah;Clovis;31 Douglas Blvd #950;88101;505-975-8559;devorah@hotmail.com;0
Mulqueen;Timothy;Staten Island;44 W 4th St;10309;718-332-6527;timothy_mulqueen@mulqueen.org;0
Honeywell;Arlette;Jacksonville;11279 Loytan St;32254;904-775-4480;ahoneywell@honeywell.com;0
Dickerson;Dominque;Hayward;69 Marquette Ave;94545;510-993-3758;dominque.dickerson@dickerson.org;0
Isenhower;Lettie;Beachwood;70 W Main St;44122;216-657-7668;lettie_isenhower@yahoo.com;0
Munns;Myra;Euless;461 Prospect Pl #316;76040;817-914-7518;mmunns@cox.net;0
Barfield;Stephaine;Gardena;47154 Whipple Ave Nw;90247;310-774-7643;stephaine@barfield.com;0
Gato;Lai;Evanston;37 Alabama Ave;60201;847-728-7286;lai.gato@gato.org;0
Emigh;Stephen;Akron;3777 E Richmond St #900;44302;330-537-5358;stephen_emigh@hotmail.com;0
Shields;Tyra;Philadelphia;3 Fort Worth Ave;19106;215-255-1641;tshields@gmail.com;0
Wardrip;Tammara;Burlingame;4800 Black Horse Pike;94010;650-803-1936;twardrip@cox.net;0
Gibes;Cory;San Gabriel;83649 W Belmont Ave;91776;626-572-1096;cory.gibes@gmail.com;0
Bruschke;Danica;Waco;840 15th Ave;76708;254-782-8569;danica_bruschke@gmail.com;0
Giguere;Wilda;Anchorage;1747 Calle Amanecer #2;99501;907-870-5536;wilda@cox.net;0
Benimadho;Elvera;San Jose;99385 Charity St #840;95110;408-703-8505;elvera.benimadho@cox.net;0
Vanheusen;Carma;San Leandro;68556 Central Hwy;94577;510-503-7169;carma@cox.net;0
Hochard;Malinda;Indianapolis;55 Riverside Ave;46202;317-722-5066;malinda.hochard@yahoo.com;0
Fern;Natalie;Rock Springs;7140 University Ave;82901;307-704-8713;natalie.fern@hotmail.com;0
Centini;Lisha;Mc Lean;64 5th Ave #1153;22102;703-235-3937;lisha@centini.org;0
Klusman;Arlene;New Orleans;3 Secor Rd;70112;504-710-5840;arlene_klusman@gmail.com;0
Buemi;Alease;Boulder;4 Webbs Chapel Rd;80303;303-301-4946;alease@buemi.com;0
Cronauer;Louisa;San Leandro;524 Louisiana Ave Nw;94577;510-828-7047;louisa@cronauer.com;0
Cetta;Angella;Honolulu;185 Blackstone Bldge;96817;808-892-7943;angella.cetta@hotmail.com;0
Goldammer;Cyndy;Burnsville;170 Wyoming Ave;55337;952-334-9408;cgoldammer@cox.net;0
Cork;Rosio;High Point;4 10th St W;27263;336-243-5659;rosio.cork@gmail.com;0
Korando;Celeste;Lynbrook;7 W Pinhook Rd;11563;516-509-2347;ckorando@hotmail.com;0
Felger;Twana;Portland;1 Commerce Way;97224;503-939-3153;twana.felger@felger.org;0
Samu;Estrella;Beloit;64 Lakeview Ave;53511;608-976-7199;estrella@aol.com;0
Kines;Donte;Worcester;3 Aspen St;1602;508-429-8576;dkines@hotmail.com;0
Steffensmeier;Tiffiny;Miami;32860 Sierra Rd;33133;305-385-9695;tiffiny_steffensmeier@cox.net;0
Miceli;Edna;Erie;555 Main St;16502;814-460-2655;emiceli@miceli.org;0
Kownacki;Sue;Mesquite;2 Se 3rd Ave;75149;972-666-3413;sue@aol.com;0
Shin;Jesusa;Tullahoma;2239 Shawnee Mission Pky;37388;931-273-8709;jshin@shin.com;0
Francescon;Rolland;Paterson;2726 Charcot Ave;7501;973-649-2922;rolland@cox.net;0
Schmierer;Pamella;Homestead;5161 Dorsett Rd;33030;305-420-8970;pamella.schmierer@schmierer.org;0
Kulzer;Glory;Owings Mills;55892 Jacksonville Rd;21117;410-224-9462;gkulzer@kulzer.org;0
Palaspas;Shawna;Thousand Oaks;5 N Cleveland Massillon Rd;91362;805-275-3566;shawna_palaspas@palaspas.org;0
Callaro;Brandon;Honolulu;7 Benton Dr;96819;808-215-6832;brandon_callaro@hotmail.com;0
Cartan;Scarlet;Albany;9390 S Howell Ave;31701;229-735-3378;scarlet.cartan@yahoo.com;0
Menter;Oretha;Boston;8 County Center Dr #647;2210;617-418-5043;oretha_menter@yahoo.com;0
Smith;Ty;Hackensack;4646 Kaahumanu St;7601;201-672-1553;tsmith@aol.com;0
Rochin;Xuan;San Mateo;2 Monroe St;94403;650-933-5072;xuan@gmail.com;0
Dilello;Lindsey;Ontario;52777 Leaders Heights Rd;91761;909-639-9887;lindsey.dilello@hotmail.com;0
Perez;Devora;Oakland;72868 Blackington Ave;94606;510-955-3016;devora_perez@perez.org;0
Demesa;Herman;Troy;9 Norristown Rd;12180;518-497-2940;hdemesa@cox.net;0
Papasergi;Rory;Clarks Summit;83 County Road 437 #8581;18411;570-867-7489;rpapasergi@cox.net;0
Riopelle;Talia;Orange;1 N Harlem Ave #9;7050;973-245-2133;talia_riopelle@aol.com;0
Shire;Van;Pittstown;90131 J St;8867;908-409-2890;van.shire@shire.com;0
Lary;Lucina;Cocoa;8597 W National Ave;32922;321-749-4981;lucina_lary@cox.net;0
Isaacs;Bok;Bronx;6 Gilson St;10468;718-809-3762;bok.isaacs@aol.com;0
Spickerman;Rolande;Pearl City;65 W Maple Ave;96782;808-315-3077;rolande.spickerman@spickerman.com;0
Paulas;Howard;Denver;866 34th Ave;80231;303-623-4241;hpaulas@gmail.com;0
Madarang;Kimbery;Rockaway;798 Lund Farm Way;7866;973-310-1634;kimbery_madarang@cox.net;0
Manno;Thurman;Absecon;9387 Charcot Ave;8201;609-524-3586;thurman.manno@yahoo.com;0
Mirafuentes;Becky;Plainfield;30553 Washington Rd;7062;908-877-8409;becky.mirafuentes@mirafuentes.com;0
Corrington;Beatriz;Middleboro;481 W Lemon St;2346;508-584-4279;beatriz@yahoo.com;0
Maybury;Marti;Chicago;4 Warehouse Point Rd #7;60638;773-775-4522;marti.maybury@yahoo.com;0
Gotter;Nieves;Portland;4940 Pulaski Park Dr;97202;503-527-5274;nieves_gotter@gmail.com;0
Hagele;Leatha;Dallas;627 Walford Ave;75227;214-339-1809;lhagele@cox.net;0
Klimek;Valentin;Chicago;137 Pioneer Way;60604;312-303-5453;vklimek@klimek.org;0
Wiklund;Melissa;Findlay;61 13 Stoneridge #835;45840;419-939-3613;melissa@cox.net;0
Zane;Sheridan;Riverside;2409 Alabama Rd;92501;951-645-3605;sheridan.zane@zane.com;0
Padilla;Bulah;Waco;8927 Vandever Ave;76707;254-463-4368;bulah_padilla@hotmail.com;0
Kohnert;Audra;Nashville;134 Lewis Rd;37211;615-406-7854;audra@kohnert.com;0
Weirather;Daren;Milwaukee;9 N College Ave #3;53216;414-959-2540;dweirather@aol.com;0
Jillson;Fernanda;Preston;60480 Old Us Highway 51;21655;410-387-5260;fjillson@aol.com;0
Gellinger;Gearldine;Irving;4 Bloomfield Ave;75061;972-934-6914;gearldine_gellinger@gellinger.com;0
Kitzman;Chau;Beverly Hills;429 Tiger Ln;90212;310-560-8022;chau@gmail.com;0
Frey;Theola;Massapequa;54169 N Main St;11758;516-948-5768;theola_frey@frey.com;0
Haroldson;Cheryl;Atlantic City;92 Main St;8401;609-518-7697;cheryl@haroldson.org;0
Merced;Laticia;Cincinnati;72 Mannix Dr;45203;513-508-7371;lmerced@gmail.com;0
Batman;Carissa;Eugene;12270 Caton Center Dr;97401;541-326-4074;carissa.batman@yahoo.com;0
Craghead;Lezlie;Smithfield;749 W 18th St #45;27577;919-533-3762;lezlie.craghead@craghead.org;0
Shealy;Ozell;New York;8 Industry Ln;10002;212-332-8435;oshealy@hotmail.com;0
Parvis;Arminda;Phoenix;1 Huntwood Ave;85017;602-906-9419;arminda@parvis.com;0
Leto;Reita;Indianapolis;55262 N French Rd;46240;317-234-1135;reita.leto@gmail.com;0
Luczki;Yolando;Syracuse;422 E 21st St;13214;315-304-4759;yolando@cox.net;0
Stem;Lizette;Cherry Hill;501 N 19th Ave;8002;856-487-5412;lizette.stem@aol.com;0
Pawlowicz;Gregoria;Garden City;455 N Main Ave;11530;516-212-1915;gpawlowicz@yahoo.com;0
Deleo;Carin;Little Rock;1844 Southern Blvd;72202;501-308-1040;cdeleo@deleo.com;0
Maynerich;Chantell;Saint Paul;2023 Greg St;55101;651-591-2583;chantell@yahoo.com;0
Yum;Dierdre;Philadelphia;63381 Jenks Ave;19134;215-325-3042;dyum@yahoo.com;0
Gudroe;Larae;Houma;6651 Municipal Rd;70360;985-890-7262;larae_gudroe@gmail.com;0
Tolfree;Latrice;Ronkonkoma;81 Norris Ave #525;11779;631-957-7624;latrice.tolfree@hotmail.com;0
Theodorov;Kerry;Sacramento;6916 W Main St;95827;916-591-3277;kerry.theodorov@gmail.com;0
Hidvegi;Dorthy;Boise;9635 S Main St;83704;208-649-2373;dhidvegi@yahoo.com;0
Lungren;Fannie;Round Rock;17 Us Highway 111;78664;512-587-5746;fannie.lungren@yahoo.com;0
Radde;Evangelina;Philadelphia;992 Civic Center Dr;19123;215-964-3284;evangelina@aol.com;0
Degroot;Novella;Hilo;303 N Radcliffe St;96720;808-477-4775;novella_degroot@degroot.org;0
Hoa;Clay;Reno;73 Saint Ann St #86;89502;775-501-8109;choa@hoa.org;0
Fallick;Jennifer;Wheeling;44 58th St;60090;847-979-9545;jfallick@yahoo.com;0
Wolfgramm;Irma;Randolph;9745 W Main St;7869;973-545-7355;irma.wolfgramm@hotmail.com;0
Coody;Eun;Spartanburg;84 Bloomfield Ave;29301;864-256-3620;eun@yahoo.com;0
Cousey;Sylvia;Hampstead;287 Youngstown Warren Rd;21074;410-209-9545;sylvia_cousey@cousey.org;0
Wrinkles;Nana;Mount Vernon;6 Van Buren St;10553;914-855-2115;nana@aol.com;0
Springe;Layla;New York;229 N Forty Driv;10011;212-260-3151;layla.springe@cox.net;0
Degonia;Joesph;Berkeley;2887 Knowlton St #5435;94710;510-677-9785;joesph_degonia@degonia.org;0
Boord;Annabelle;Concord;523 Marquette Ave;1742;978-697-6263;annabelle.boord@cox.net;0
Vinning;Stephaine;San Francisco;3717 Hamann Industrial Pky;94104;415-767-6596;stephaine@cox.net;0
Sawchuk;Nelida;Paramus;3 State Route 35 S;7652;201-971-1638;nelida@gmail.com;0
Hiatt;Marguerita;Oakley;82 N Highway 67;94561;925-634-7158;marguerita.hiatt@gmail.com;0
Cookey;Carmela;Chicago;9 Murfreesboro Rd;60623;773-494-4195;ccookey@cookey.org;0
Brideau;Junita;Cedar Grove;6 S Broadway St;7009;973-943-3423;jbrideau@aol.com;0
Varriano;Claribel;Perrysburg;6 Harry L Dr #6327;43551;419-544-4900;claribel_varriano@cox.net;0
Skursky;Benton;Gardena;47939 Porter Ave;90248;310-579-2907;benton.skursky@aol.com;0
Skulski;Hillary;Homosassa;9 Wales Rd Ne #914;34448;352-242-2570;hillary.skulski@aol.com;0
Bayless;Merilyn;Santa Clara;195 13n N;95054;408-758-5015;merilyn_bayless@cox.net;0
Ennaco;Teri;Hazleton;99 Tank Farm Rd;18201;570-889-5187;tennaco@gmail.com;0
Lawler;Merlyn;Jersey City;4671 Alemany Blvd;7304;201-588-7810;merlyn_lawler@hotmail.com;0
Montezuma;Georgene;San Ramon;98 University Dr;94583;925-615-5185;gmontezuma@cox.net;0
Mconnell;Jettie;Bridgewater;50 E Wacker Dr;8807;908-802-3564;jmconnell@hotmail.com;0
Latzke;Lemuel;Bohemia;70 Euclid Ave #722;11716;631-748-6479;lemuel.latzke@gmail.com;0
Knipp;Melodie;Thousand Oaks;326 E Main St #6496;91362;805-690-1682;mknipp@gmail.com;0
Corbley;Candida;Somerville;406 Main St;8876;908-275-8357;candida_corbley@hotmail.com;0
Karpin;Karan;Beaverton;3 Elmwood Dr;97005;503-940-8327;karan_karpin@gmail.com;0
Scheyer;Andra;Salem;9 Church St;97302;503-516-2189;andra@gmail.com;0
Poullion;Felicidad;Riverton;9939 N 14th St;8077;856-305-9731;fpoullion@poullion.com;0
Strassner;Belen;Douglasville;5384 Southwyck Blvd;30135;770-507-8791;belen_strassner@aol.com;0
Melnyk;Gracia;Jacksonville;97 Airport Loop Dr;32216;904-235-3633;gracia@melnyk.com;0
Hanafan;Jolanda;Bangor;37855 Nolan Rd;4401;207-458-9196;jhanafan@gmail.com;0
Toyama;Barrett;Kennedale;4252 N Washington Ave #9;76060;817-765-5781;barrett.toyama@toyama.org;0
Fredicks;Helga;Buffalo;42754 S Ash Ave;14228;716-752-4114;helga_fredicks@yahoo.com;0
Pinilla;Ashlyn;Opa Locka;703 Beville Rd;33054;305-670-9628;apinilla@cox.net;0
Agramonte;Fausto;New York;5 Harrison Rd;10038;212-313-1783;fausto_agramonte@yahoo.com;0
Caiafa;Ronny;Philadelphia;73 Southern Blvd;19103;215-605-7570;ronny.caiafa@caiafa.org;0
Limmel;Marge;Crestview;189 Village Park Rd;32536;850-430-1663;marge@gmail.com;0
Waymire;Norah;San Francisco;6 Middlegate Rd #106;94107;415-306-7897;norah.waymire@gmail.com;0
Baltimore;Aliza;San Jose;1128 Delaware St;95132;408-504-3552;aliza@aol.com;0
Pelkowski;Mozell;South San Francisco;577 Parade St;94080;650-947-1215;mpelkowski@pelkowski.org;0
Bitsuie;Viola;Northridge;70 Mechanic St;91325;818-864-4875;viola@gmail.com;0
Emard;Franklyn;Philadelphia;4379 Highway 116;19103;215-558-8189;femard@emard.com;0
Konopacki;Willodean;Lafayette;55 Hawthorne Blvd;70506;337-253-8384;willodean_konopacki@konopacki.org;0
Silvestrini;Beckie;Dearborn;7116 Western Ave;48126;313-533-4884;beckie.silvestrini@silvestrini.com;0
Gesick;Rebecka;Austin;2026 N Plankinton Ave #3;78754;512-213-8574;rgesick@gesick.org;0
Blunk;Frederica;Dallas;99586 Main St;75207;214-428-2285;frederica_blunk@gmail.com;0
Bartolet;Glen;Vashon;8739 Hudson St;98070;206-697-5796;glen_bartolet@hotmail.com;0
Gochal;Freeman;Coatesville;383 Gunderman Rd #197;19320;610-476-3501;freeman_gochal@aol.com;0
Meinerding;Vincent;Philadelphia;4441 Point Term Mkt;19143;215-372-1718;vincent.meinerding@hotmail.com;0
Bevelacqua;Rima;Gardena;2972 Lafayette Ave;90248;310-858-5079;rima@cox.net;0
Sarbacher;Glendora;Rohnert Park;2140 Diamond Blvd;94928;707-653-8214;gsarbacher@gmail.com;0
Steier;Avery;Orlando;93 Redmond Rd #492;32803;407-808-9439;avery@cox.net;0
Lother;Cristy;Escondido;3989 Portage Tr;92025;760-971-4322;cristy@lother.com;0
Brossart;Nicolette;Westborough;1 Midway Rd;1581;508-837-9230;nicolette_brossart@brossart.com;0
Modzelewski;Tracey;Conroe;77132 Coon Rapids Blvd Nw;77301;936-264-9294;tracey@hotmail.com;0
Tegarden;Virgina;Milwaukee;755 Harbor Way;53226;414-214-8697;virgina_tegarden@tegarden.com;0
Frankel;Tiera;El Monte;87 Sierra Rd;91731;626-636-4117;tfrankel@aol.com;0
Bergesen;Alaine;Yonkers;7667 S Hulen St #42;10701;914-300-9193;alaine_bergesen@cox.net;0
Mai;Earleen;Dallas;75684 S Withlapopka Dr #32;75227;214-289-1973;earleen_mai@cox.net;0
Gobern;Leonida;Biloxi;5 Elmwood Park Blvd;39530;228-235-5615;leonida@gobern.org;0
Auffrey;Ressie;Miami;23 Palo Alto Sq;33134;305-604-8981;ressie.auffrey@yahoo.com;0
Mugnolo;Justine;New York;38062 E Main St;10048;212-304-9225;jmugnolo@yahoo.com;0
Saulter;Eladia;Ramsey;3958 S Dupont Hwy #7;7446;201-474-4924;eladia@saulter.com;0
Malvin;Chaya;Ann Arbor;560 Civic Center Dr;48103;734-928-5182;chaya@malvin.com;0
Suffield;Gwenn;Deer Park;3270 Dequindre Rd;11729;631-258-6558;gwenn_suffield@suffield.org;0
Karpel;Salena;Canton;1 Garfield Ave #7;44707;330-791-8557;skarpel@cox.net;0
Fishburne;Yoko;New Haven;9122 Carpenter Ave;6511;203-506-4706;yoko@fishburne.com;0
Moyd;Taryn;Fairfax;48 Lenox St;22030;703-322-4041;taryn.moyd@hotmail.com;0
Polidori;Katina;Wilmington;5 Little River Tpke;1887;978-626-2978;katina_polidori@aol.com;0
Plumer;Rickie;Toledo;3 N Groesbeck Hwy;43613;419-693-1334;rickie.plumer@aol.com;0
Loader;Alex;Tacoma;37 N Elm St #916;98409;253-660-7821;alex@loader.com;0
Vizarro;Lashon;Roseville;433 Westminster Blvd #590;95661;916-741-7884;lashon@aol.com;0
Burnard;Lauran;Riverton;66697 Park Pl #3224;82501;307-342-7795;lburnard@burnard.com;0
Setter;Ceola;Warren;96263 Greenwood Pl;4864;207-627-7565;ceola.setter@setter.org;0
Rantanen;My;Richboro;8 Mcarthur Ln;18954;215-491-5633;my@hotmail.com;0
Worlds;Lorrine;Tampa;8 Fair Lawn Ave;33614;813-769-2939;lorrine.worlds@worlds.com;0
Sturiale;Peggie;El Cajon;9 N 14th St;92020;619-608-1763;peggie@cox.net;0
Raymo;Marvel;College Station;9 Vanowen St;77840;979-718-8968;mraymo@yahoo.com;0
Dinos;Daron;Highland Park;18 Waterloo Geneva Rd;60035;847-233-3075;daron_dinos@cox.net;0
Fritz;An;Atlantic City;506 S Hacienda Dr;8401;609-228-5265;an_fritz@hotmail.com;0
Stimmel;Portia;Bridgewater;3732 Sherman Ave;8807;908-722-7128;portia.stimmel@aol.com;0
Aredondo;Rhea;Brooklyn;25657 Live Oak St;11226;718-560-9537;rhea_aredondo@cox.net;0
Sama;Benedict;Saint Louis;4923 Carey Ave;63104;314-787-1588;bsama@cox.net;0
Arias;Alyce;Stockton;3196 S Rider Trl;95207;209-317-1801;alyce@arias.org;0
Berganza;Heike;Little Falls;3 Railway Ave #75;7424;973-936-5095;heike@gmail.com;0
Dopico;Carey;Indianapolis;87393 E Highland Rd;46220;317-578-2453;carey_dopico@dopico.org;0
Hellickson;Dottie;Seattle;67 E Chestnut Hill Rd;98133;206-540-6076;dottie@hellickson.org;0
Hughey;Deandrea;Burlington;33 Lewis Rd #46;27215;336-822-7652;deandrea@yahoo.com;0
Duenas;Kimberlie;Hays;8100 Jacksonville Rd #7;67601;785-629-8542;kimberlie_duenas@yahoo.com;0
Staback;Martina;Orlando;7 W Wabansia Ave #227;32822;407-471-6908;martina_staback@staback.com;0
Fillingim;Skye;Minneapolis;25 Minters Chapel Rd #9;55401;612-508-2655;skye_fillingim@yahoo.com;0
Farrar;Jade;Columbia;6882 Torresdale Ave;29201;803-352-5387;jade.farrar@yahoo.com;0
Hamilton;Charlene;Santa Rosa;985 E 6th Ave;95407;707-300-1771;charlene.hamilton@hotmail.com;0
Acey;Geoffrey;Palatine;7 West Ave #1;60067;847-222-1734;geoffrey@gmail.com;0
Westerbeck;Stevie;Costa Mesa;26659 N 13th St;92626;949-867-4077;stevie.westerbeck@yahoo.com;0
Fortino;Pamella;Denver;669 Packerland Dr #1438;80212;303-404-2210;pamella@fortino.com;0
Haufler;Harrison;New Haven;759 Eldora St;6515;203-801-6193;hhaufler@hotmail.com;0
Engelberg;Johnna;Bothell;5 S Colorado Blvd #449;98021;425-986-7573;jengelberg@engelberg.org;0
Cloney;Buddy;Strongsville;944 Gaither Dr;44136;440-989-5826;buddy.cloney@yahoo.com;0
Riden;Dalene;Plaistow;66552 Malone Rd;3865;603-315-6839;dalene.riden@aol.com;0
Zurcher;Jerry;Satellite Beach;77 Massillon Rd #822;32937;321-518-5938;jzurcher@zurcher.org;0
Denooyer;Haydee;New York;25346 New Rd;10016;212-792-8658;hdenooyer@denooyer.org;0
Cryer;Joseph;Huntington Beach;60 Fillmore Ave;92647;714-584-2237;joseph_cryer@cox.net;0
Kippley;Deonna;Southfield;57 Haven Ave #90;48075;248-913-4677;deonna_kippley@hotmail.com;0
Calvaresi;Raymon;Indianapolis;6538 E Pomona St #60;46222;317-825-4724;raymon.calvaresi@gmail.com;0
Bubash;Alecia;Wichita Falls;6535 Joyce St;76301;940-276-7922;alecia@aol.com;0
